assigned_to_detail,id,creator_detail,resolution,creator,last_change_time,priority,status,dupe_of,component,severity,assigned_to,creation_time,product
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",548,"{'real_name': 'Jeld The Dark Elf', 'id': 55, 'name': 'jeld', 'email': 'jeld'}",FIXED,jeld,2011-10-30T22:20:44Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-02-05T12:27:48Z,Portage Development
"{'name': 'karltk', 'email': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",549,"{'name': 'mbkennedy', 'email': 'mbkennedy', 'id': 228, 'real_name': 'Matthew Kennedy'}",FIXED,mbkennedy,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,minor,karltk,2002-02-05T13:40:50Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'email': 'woodchip', 'name': 'woodchip'}",550,"{'real_name': 'Jay Austad', 'id': 244, 'email': 'austad', 'name': 'austad'}",FIXED,austad,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,woodchip,2002-02-05T14:51:47Z,Gentoo Linux
"{'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)', 'email': 'tod', 'name': 'tod'}",551,"{'name': 'breez', 'email': 'breez', 'id': 245, 'real_name': 'Breezer'}",FIXED,breez,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Library,normal,tod,2002-02-05T15:20:49Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",552,"{'email': 'jboyens', 'name': 'jboyens', 'real_name': 'JR Boyens', 'id': 125}",FIXED,jboyens,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,g2boojum,2002-02-05T16:18:10Z,Gentoo Linux
"{'id': 11, 'real_name': 'chouser (RETIRED)', 'name': 'chouser', 'email': 'chouser'}",553,"{'id': 246, 'real_name': 'Stein Magnus Jodal', 'email': 'stein.magnus', 'name': 'stein.magnus'}",FIXED,stein.magnus,2003-02-04T19:42:18Z,High,VERIFIED,,New packages,enhancement,chouser,2002-02-05T17:12:50Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",554,"{'real_name': 'Dan Armak (RETIRED)', 'id': 10, 'name': 'danarmak', 'email': 'danarmak'}",FIXED,danarmak,2002-02-06T00:23:24Z,High,RESOLVED,,[OLD] Core system,normal,drobbins,2002-02-05T17:16:48Z,Gentoo Linux
"{'id': 10, 'real_name': 'Dan Armak (RETIRED)', 'name': 'danarmak', 'email': 'danarmak'}",555,"{'real_name': 'Maciek', 'id': 90, 'email': 'MacBerry', 'name': 'MacBerry'}",INVALID,MacBerry,2002-02-16T14:49:36Z,High,RESOLVED,,New packages,enhancement,danarmak,2002-02-05T18:00:20Z,Gentoo Linux
"{'id': 5, 'real_name': 'Geert Bevin', 'email': 'gbevin', 'name': 'gbevin'}",556,"{'name': 'agenkin-gentoo-bugzilla', 'email': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,gbevin,2002-02-05T21:34:15Z,Gentoo Linux
"{'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)', 'name': 'azarah', 'email': 'azarah'}",557,"{'email': 'mwdilla', 'name': 'mwdilla', 'id': 206, 'real_name': 'Mark'}",FIXED,mwdilla,2003-01-28T00:30:44Z,High,RESOLVED,,Current packages,normal,azarah,2002-02-05T23:47:32Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'name': 'g2boojum', 'email': 'g2boojum'}",558,"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",FIXED,gbevin,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,g2boojum,2002-02-06T08:45:38Z,Gentoo Linux
"{'name': 'g2boojum', 'email': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",559,"{'name': 'jos.dehaes', 'email': 'jos.dehaes', 'real_name': 'Jos Dehaes', 'id': 251}",FIXED,jos.dehaes,2011-10-30T22:20:32Z,High,RESOLVED,,Unclassified,normal,g2boojum,2002-02-06T08:52:30Z,Portage Development
"{'real_name': 'Geert Bevin', 'id': 5, 'email': 'gbevin', 'name': 'gbevin'}",560,"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'name': 'g2boojum', 'email': 'g2boojum'}",FIXED,g2boojum,2011-10-30T22:19:05Z,High,RESOLVED,,Unclassified,normal,gbevin,2002-02-06T11:02:58Z,Portage Development
"{'name': 'chouser', 'email': 'chouser', 'real_name': 'chouser (RETIRED)', 'id': 11}",561,"{'real_name': 'Markus Krainer', 'id': 107, 'email': 'mkrainer', 'name': 'mkrainer'}",FIXED,mkrainer,2003-02-04T19:42:18Z,High,VERIFIED,,New packages,enhancement,chouser,2002-02-06T13:09:43Z,Gentoo Linux
"{'id': 11, 'real_name': 'chouser (RETIRED)', 'email': 'chouser', 'name': 'chouser'}",562,"{'id': 137, 'real_name': 'Yannick Koehler (RETIRED)', 'email': 'ykoehler', 'name': 'ykoehler'}",FIXED,ykoehler,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,chouser,2002-02-06T15:38:18Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",563,"{'id': 248, 'real_name': 'Tom Hoffman', 'name': 'hoffman', 'email': 'hoffman'}",DUPLICATE,hoffman,2005-07-17T13:06:51Z,High,RESOLVED,10.0,[OLD] GNOME,normal,g2boojum,2002-02-06T16:19:42Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",564,"{'email': '13th.floor', 'name': '13th.floor', 'id': 194, 'real_name': 'Ian Smith'}",FIXED,13th.floor,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-02-06T17:55:13Z,Gentoo Linux
"{'name': 'bart', 'email': 'bart', 'id': 14, 'real_name': 'Bart Verwilst'}",565,"{'id': 115, 'real_name': 'Sandy McArthur', 'email': 'Sandy', 'name': 'Sandy'}",FIXED,Sandy,2003-02-04T19:42:18Z,Normal,RESOLVED,,New packages,enhancement,bart,2002-02-06T18:54:25Z,Gentoo Linux
"{'real_name': 'Bruce A. Locke (RETIRED)', 'id': 171, 'email': 'blocke', 'name': 'blocke'}",566,"{'name': 'ndonti', 'email': 'ndonti', 'real_name': 'Naresh Donti', 'id': 63}",FIXED,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] GNOME,normal,blocke,2002-02-06T21:27:25Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",567,"{'real_name': 'chouser (RETIRED)', 'id': 11, 'email': 'chouser', 'name': 'chouser'}",FIXED,chouser,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-02-06T21:41:19Z,Gentoo Linux
"{'name': 'gbevin', 'email': 'gbevin', 'id': 5, 'real_name': 'Geert Bevin'}",568,"{'email': 'mbkennedy', 'name': 'mbkennedy', 'id': 228, 'real_name': 'Matthew Kennedy'}",DUPLICATE,mbkennedy,2005-07-17T13:06:51Z,High,RESOLVED,556.0,New packages,enhancement,gbevin,2002-02-06T22:55:34Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",569,"{'id': 84, 'real_name': 'Tod M. Neidt (RETIRED)', 'email': 'tod', 'name': 'tod'}",FIXED,tod,2003-02-04T19:42:18Z,High,VERIFIED,,Other,enhancement,drobbins,2002-02-06T23:53:34Z,[OLD] Docs-user
"{'email': 'azarah', 'name': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",570,"{'name': 'seemantk', 'email': 'seemantk', 'real_name': 'Seemant Kulleen', 'id': 254}",DUPLICATE,seemantk,2005-07-17T13:06:51Z,High,RESOLVED,348.0,[OLD] Library,normal,azarah,2002-02-06T23:54:52Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'email': 'g2boojum', 'name': 'g2boojum'}",571,"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'name': 'drobbins', 'email': 'drobbins'}",FIXED,drobbins,2003-02-04T19:42:18Z,High,VERIFIED,,Other,normal,g2boojum,2002-02-06T23:59:41Z,[OLD] Docs-user
"{'id': 167, 'real_name': 'Vitaly Kushneriuk (RETIRED)', 'name': 'vitaly', 'email': 'vitaly'}",572,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'real_name': 'Arcady Genkin', 'id': 197}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,vitaly,2002-02-07T00:20:09Z,Gentoo Linux
"{'name': 'vitaly', 'email': 'vitaly', 'id': 167, 'real_name': 'Vitaly Kushneriuk (RETIRED)'}",573,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,vitaly,2002-02-07T00:56:08Z,Gentoo Linux
"{'email': 'vitaly', 'name': 'vitaly', 'real_name': 'Vitaly Kushneriuk (RETIRED)', 'id': 167}",574,"{'id': 197, 'real_name': 'Arcady Genkin', 'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,vitaly,2002-02-07T01:30:59Z,Gentoo Linux
"{'name': 'chouser', 'email': 'chouser', 'id': 11, 'real_name': 'chouser (RETIRED)'}",575,"{'id': 255, 'real_name': 'Bob Phan', 'name': 'bob', 'email': 'bob'}",INVALID,bob,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,chouser,2002-02-07T01:40:10Z,Gentoo Linux
"{'id': 35, 'real_name': 'Aron Griffis (RETIRED)', 'name': 'agriffis', 'email': 'agriffis'}",576,"{'real_name': '', 'id': 49, 'email': 'cami', 'name': 'cami'}",FIXED,cami,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,agriffis,2002-02-07T03:36:47Z,Gentoo Linux
"{'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19, 'name': 'karltk', 'email': 'karltk'}",577,"{'email': 'cami', 'name': 'cami', 'real_name': '', 'id': 49}",FIXED,cami,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,karltk,2002-02-07T03:42:12Z,Gentoo Linux
"{'id': 13, 'real_name': 'Donny Davies (RETIRED)', 'name': 'woodchip', 'email': 'woodchip'}",578,"{'id': 50, 'real_name': 'Maarten Stolte', 'name': 'datadevil', 'email': 'datadevil'}",INVALID,datadevil,2003-02-04T19:42:18Z,Highest,RESOLVED,,New packages,normal,woodchip,2002-02-07T04:24:54Z,Gentoo Linux
"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'email': 'g2boojum', 'name': 'g2boojum'}",579,"{'email': 'dsmdragon', 'name': 'dsmdragon', 'id': 242, 'real_name': 'Michael Kaufman'}",FIXED,dsmdragon,2003-02-04T19:42:18Z,Normal,RESOLVED,,[OLD] Library,major,g2boojum,2002-02-07T05:24:50Z,Gentoo Linux
"{'real_name': 'Geert Bevin', 'id': 5, 'name': 'gbevin', 'email': 'gbevin'}",580,"{'id': 163, 'real_name': 'Travis Tilley', 'name': 'lordviram', 'email': 'lordviram'}",INVALID,lordviram,2011-10-30T22:21:54Z,Highest,RESOLVED,,Unclassified,normal,gbevin,2002-02-07T07:40:21Z,Portage Development
"{'name': 'karltk', 'email': 'karltk', 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'id': 19}",581,"{'id': 236, 'real_name': 'Scott Moynes', 'email': 'smoynes', 'name': 'smoynes'}",FIXED,smoynes,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Development,minor,karltk,2002-02-07T08:38:39Z,Gentoo Linux
"{'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)', 'name': 'karltk', 'email': 'karltk'}",582,"{'email': 'smitchell', 'name': 'smitchell', 'real_name': 'Sean Mitchell', 'id': 258}",FIXED,smitchell,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,karltk,2002-02-07T09:30:36Z,Gentoo Linux
"{'real_name': 'Aron Griffis (RETIRED)', 'id': 35, 'name': 'agriffis', 'email': 'agriffis'}",583,"{'name': 'ndonti', 'email': 'ndonti', 'real_name': 'Naresh Donti', 'id': 63}",FIXED,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,agriffis,2002-02-07T09:54:58Z,Gentoo Linux
"{'name': 'g2boojum', 'email': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",584,"{'id': 258, 'real_name': 'Sean Mitchell', 'email': 'smitchell', 'name': 'smitchell'}",FIXED,smitchell,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,g2boojum,2002-02-07T10:56:59Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",585,"{'id': 49, 'real_name': '', 'name': 'cami', 'email': 'cami'}",FIXED,cami,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,major,azarah,2002-02-07T11:31:46Z,Gentoo Linux
"{'id': 1668, 'real_name': 'Nick Hadaway', 'name': 'grandmasterlinux', 'email': 'grandmasterlinux'}",586,"{'real_name': 'Sean Mitchell', 'id': 258, 'name': 'smitchell', 'email': 'smitchell'}",FIXED,smitchell,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,grandmasterlinux,2002-02-07T11:46:07Z,Gentoo Linux
"{'email': 'g2boojum', 'name': 'g2boojum', 'id': 9, 'real_name': 'Grant Goodyear (RETIRED)'}",587,"{'real_name': 'Thomas Tongue', 'id': 150, 'name': 'ttongue', 'email': 'ttongue'}",FIXED,ttongue,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,g2boojum,2002-02-07T13:27:42Z,Gentoo Linux
"{'email': 'azarah', 'name': 'azarah', 'id': 12, 'real_name': 'Martin Schlemmer (RETIRED)'}",588,"{'email': 'ndonti', 'name': 'ndonti', 'id': 63, 'real_name': 'Naresh Donti'}",FIXED,ndonti,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,azarah,2002-02-07T14:08:09Z,Gentoo Linux
"{'name': 'bug-wranglers', 'email': 'bug-wranglers', 'real_name': 'Gentoo Linux bug wranglers', 'id': 921}",589,"{'name': 'gentoo', 'email': 'gentoo', 'id': 16, 'real_name': 'Michael Tartsch'}",FIXED,gentoo,2002-06-13T19:20:31Z,High,RESOLVED,,New packages,enhancement,bug-wranglers,2002-02-07T14:27:15Z,Gentoo Linux
"{'id': 924, 'real_name': 'Daniel Ahlberg (RETIRED)', 'name': 'aliz', 'email': 'aliz'}",590,"{'id': 16, 'real_name': 'Michael Tartsch', 'name': 'gentoo', 'email': 'gentoo'}",FIXED,gentoo,2002-07-18T11:10:11Z,High,RESOLVED,,New packages,enhancement,aliz,2002-02-07T15:08:49Z,Gentoo Linux
"{'id': 8878, 'real_name': 'Net-Mail Packages', 'name': 'net-mail+disabled', 'email': 'net-mail+disabled'}",591,"{'email': 'gentoo', 'name': 'gentoo', 'real_name': 'Michael Tartsch', 'id': 16}",FIXED,gentoo,2003-09-19T08:41:32Z,High,RESOLVED,,New packages,enhancement,net-mail+disabled,2002-02-07T15:22:36Z,Gentoo Linux
"{'real_name': 'Bart Verwilst', 'id': 14, 'email': 'bart', 'name': 'bart'}",592,"{'name': 'naz', 'email': 'naz', 'real_name': 'Michael M Nazaroff (RETIRED)', 'id': 256}",FIXED,naz,2002-03-16T11:13:36Z,High,RESOLVED,,New packages,enhancement,bart,2002-02-07T15:59:27Z,Gentoo Linux
"{'real_name': 'Donny Davies (RETIRED)', 'id': 13, 'email': 'woodchip', 'name': 'woodchip'}",593,"{'real_name': 'Ingo Luetkebohle', 'id': 111, 'name': 'gentoo', 'email': 'gentoo'}",FIXED,gentoo,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,woodchip,2002-02-07T17:02:26Z,Gentoo Linux
"{'email': 'chouser', 'name': 'chouser', 'id': 11, 'real_name': 'chouser (RETIRED)'}",594,"{'email': 'jeld', 'name': 'jeld', 'real_name': 'Jeld The Dark Elf', 'id': 55}",FIXED,jeld,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Unspecified,normal,chouser,2002-02-07T17:37:20Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",595,"{'real_name': 'Fred Bulthuis', 'id': 166, 'email': 'bulthuis', 'name': 'bulthuis'}",FIXED,bulthuis,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-02-07T19:44:43Z,Gentoo Linux
"{'real_name': 'chouser (RETIRED)', 'id': 11, 'email': 'chouser', 'name': 'chouser'}",596,"{'id': 25, 'real_name': 'Ilian Zarov', 'email': 'coder', 'name': 'coder'}",FIXED,coder,2003-02-04T19:42:18Z,High,VERIFIED,,New packages,enhancement,chouser,2002-02-07T20:06:12Z,Gentoo Linux
"{'real_name': 'chouser (RETIRED)', 'id': 11, 'email': 'chouser', 'name': 'chouser'}",597,"{'real_name': 'Scott Moynes', 'id': 236, 'email': 'smoynes', 'name': 'smoynes'}",FIXED,smoynes,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Server,normal,chouser,2002-02-07T20:20:39Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'email': 'drobbins', 'name': 'drobbins'}",598,"{'email': 'orkim', 'name': 'orkim', 'real_name': 'Doug Miller', 'id': 252}",FIXED,orkim,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,major,drobbins,2002-02-08T00:15:11Z,Gentoo Linux
"{'email': 'gbevin', 'name': 'gbevin', 'id': 5, 'real_name': 'Geert Bevin'}",599,"{'name': 'agenkin-gentoo-bugzilla', 'email': 'agenkin-gentoo-bugzilla', 'real_name': 'Arcady Genkin', 'id': 197}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,gbevin,2002-02-08T00:44:28Z,Gentoo Linux
"{'id': 8, 'real_name': 'Daniel Robbins (RETIRED)', 'name': 'drobbins', 'email': 'drobbins'}",600,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-02-08T00:48:17Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'name': 'g2boojum', 'email': 'g2boojum'}",601,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,g2boojum,2002-02-08T01:30:31Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'name': 'g2boojum', 'email': 'g2boojum'}",602,"{'real_name': 'nicd', 'id': 259, 'name': 'nic_spam', 'email': 'nic_spam'}",DUPLICATE,nic_spam,2005-07-17T13:06:51Z,High,RESOLVED,10.0,Current packages,normal,g2boojum,2002-02-08T04:31:44Z,Gentoo Linux
"{'email': 'karltk', 'name': 'karltk', 'id': 19, 'real_name': 'Karl Trygve Kalleberg (RETIRED)'}",603,"{'real_name': 'Doug Miller', 'id': 252, 'name': 'orkim', 'email': 'orkim'}",FIXED,orkim,2003-02-04T19:42:18Z,Normal,RESOLVED,,New packages,normal,karltk,2002-02-08T04:37:45Z,Gentoo Linux
"{'id': 156, 'real_name': 'Leo Lipelis (RETIRED)', 'email': 'aeoo', 'name': 'aeoo'}",604,"{'email': 'george', 'name': 'george', 'real_name': 'George Shapovalov (RETIRED)', 'id': 260}",FIXED,george,2003-04-04T01:25:24Z,High,RESOLVED,,New packages,enhancement,aeoo,2002-02-08T05:44:20Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",605,"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",FIXED,g2boojum,2011-10-30T22:20:34Z,High,RESOLVED,,Unclassified,enhancement,drobbins,2002-02-08T08:03:15Z,Portage Development
"{'real_name': 'Grant Goodyear (RETIRED)', 'id': 9, 'name': 'g2boojum', 'email': 'g2boojum'}",606,"{'email': 'g2boojum', 'name': 'g2boojum', 'real_name': 'Grant Goodyear (RETIRED)', 'id': 9}",FIXED,g2boojum,2003-02-04T19:42:18Z,High,RESOLVED,,[OLD] Core system,normal,g2boojum,2002-02-08T08:07:43Z,Gentoo Linux
"{'name': 'azarah', 'email': 'azarah', 'real_name': 'Martin Schlemmer (RETIRED)', 'id': 12}",607,"{'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla', 'id': 197, 'real_name': 'Arcady Genkin'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,azarah,2002-02-08T08:25:15Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",608,"{'id': 261, 'real_name': 'Oliver Sarmiento', 'name': 'obey', 'email': 'obey'}",FIXED,obey,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,major,drobbins,2002-02-08T08:26:54Z,Gentoo Linux
"{'email': 'm0rpheus', 'name': 'm0rpheus', 'id': 224, 'real_name': 'Ferry Meyndert (RETIRED)'}",609,"{'name': 'phre0n', 'email': 'phre0n', 'real_name': 'Michael Garcia', 'id': 262}",FIXED,phre0n,2025-10-18T14:46:18Z,High,RESOLVED,,New packages,normal,m0rpheus,2002-02-08T14:56:20Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",610,"{'email': 'phre0n', 'name': 'phre0n', 'real_name': 'Michael Garcia', 'id': 262}",FIXED,phre0n,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-02-08T14:58:12Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",611,"{'email': 'orkim', 'name': 'orkim', 'real_name': 'Doug Miller', 'id': 252}",FIXED,orkim,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-02-08T16:47:02Z,Gentoo Linux
"{'real_name': 'Daniel Robbins (RETIRED)', 'id': 8, 'email': 'drobbins', 'name': 'drobbins'}",612,"{'id': 197, 'real_name': 'Arcady Genkin', 'email': 'agenkin-gentoo-bugzilla', 'name': 'agenkin-gentoo-bugzilla'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,drobbins,2002-02-08T18:43:31Z,Gentoo Linux
"{'id': 9, 'real_name': 'Grant Goodyear (RETIRED)', 'name': 'g2boojum', 'email': 'g2boojum'}",613,"{'real_name': 'Scott Moynes', 'id': 236, 'email': 'smoynes', 'name': 'smoynes'}",FIXED,smoynes,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,g2boojum,2002-02-08T18:49:55Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",614,"{'email': 'trilliji', 'name': 'trilliji', 'real_name': 'Robert Blyler', 'id': 264}",FIXED,trilliji,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-08T20:57:53Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",615,"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",FIXED,drobbins,2011-10-30T22:18:30Z,High,RESOLVED,,Unclassified,normal,drobbins,2002-02-09T00:13:53Z,Portage Development
"{'email': 'drobbins', 'name': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",616,"{'id': 265, 'real_name': 'Alexander M. Content', 'name': 'acontent', 'email': 'acontent'}",FIXED,acontent,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-09T01:34:51Z,Gentoo Linux
"{'name': 'vitaly', 'email': 'vitaly', 'real_name': 'Vitaly Kushneriuk (RETIRED)', 'id': 167}",617,"{'real_name': 'Arcady Genkin', 'id': 197, 'name': 'agenkin-gentoo-bugzilla', 'email': 'agenkin-gentoo-bugzilla'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,vitaly,2002-02-09T10:55:28Z,Gentoo Linux
"{'id': 167, 'real_name': 'Vitaly Kushneriuk (RETIRED)', 'name': 'vitaly', 'email': 'vitaly'}",618,"{'id': 197, 'real_name': 'Arcady Genkin', 'name': 'agenkin-gentoo-bugzilla', 'email': 'agenkin-gentoo-bugzilla'}",FIXED,agenkin-gentoo-bugzilla,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,enhancement,vitaly,2002-02-09T11:14:28Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",619,"{'id': 174, 'real_name': 'Jan Czmok', 'email': 'czmok', 'name': 'czmok'}",FIXED,czmok,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-09T11:36:00Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",620,"{'email': 'heatmizer', 'name': 'heatmizer', 'real_name': 'Daniel Heater', 'id': 230}",FIXED,heatmizer,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,enhancement,drobbins,2002-02-09T14:53:31Z,Gentoo Linux
"{'name': 'drobbins', 'email': 'drobbins', 'real_name': 'Daniel Robbins (RETIRED)', 'id': 8}",621,"{'email': '13th.floor', 'name': '13th.floor', 'id': 194, 'real_name': 'Ian Smith'}",FIXED,13th.floor,2003-02-04T19:42:18Z,High,RESOLVED,,New packages,normal,drobbins,2002-02-09T15:40:14Z,Gentoo Linux
"{'email': 'drobbins', 'name': 'drobbins', 'id': 8, 'real_name': 'Daniel Robbins (RETIRED)'}",622,"{'real_name': 'Ian Smith', 'id': 194, 'name': '13th.floor', 'email': '13th.floor'}",FIXED,13th.floor,2003-02-04T19:42:18Z,High,RESOLVED,,Current packages,normal,drobbins,2002-02-09T15:52:52Z,Gentoo Linux
